danceability,artist_name,song_id,track_name,key,energy,acousticness,duration_ms,loudness,speechiness,tempo,pais
0.931,Aarne,4oHEJ5KPf9hW1pDyQYIRIw,Тесно,7,0.696,0.336,132649,-6.656,0.187,134.005,BIEL
0.764,uglystephan,1T4999j2QjggEXFbOlQ67P,Заберу,2,0.7,0.113,122483,-4.462,0.117,145.011,BIEL
0.743,glichery,3VvcKToPY3diGRjERt8NvD,Sea Of Problems,7,0.684,0.00335,110625,-10.807,0.033,127.996,BIEL
0.72,INSTASAMKA,1g7RdWMOZYbNgkPDmmKU5g,Тяги,4,0.692,0.174,97333,-7.124,0.207,180.055,BIEL
0.712,Kordhell,6qyS9qBy0mEk3qYaH8mPss,Murder In My Mind,10,0.972,0.00547,145000,-0.514,0.112,119.966,BIEL
0.558,Korol i Shut,17wyLLtK46mI8H6xz8qtU3,Камнем по голове,9,0.592,0.567,157867,-7.88,0.0437,82.649,BIEL
0.911,Big Baby Tape,4g22x3fIQVUlY39ICUBB7Z,HOODAK MP3,2,0.758,0.00892,203155,-5.63,0.251,144.024,BIEL
0.626,ПОЛМАТЕРИ,64epifHS5CvRUVgKEDbRJm,маша,8,0.791,0.166,115365,-5.577,0.166,150.756,BIEL
0.45,ПОЛМАТЕРИ,4ZhLYdmhWdPTZcnAy9SZZO,ярче звёзд,6,0.913,0.0191,167696,-3.756,0.0543,114.972,BIEL
0.774,NLO,4rSvNQcgKfv8jQXSNLpL1Q,Танцы,2,0.548,0.0675,178289,-4.652,0.101,103.976,BIEL
0.716,Шайни,4jvw60Iw8LpSRJwy1sOmoB,Yeyo!,9,0.8,0.0988,111750,-9.417,0.0618,138.01,BIEL
0.55,Scally Milano,0ePYZtHRuP9NZqlkEDCaC4,Йупи Йо,1,0.747,0.343,139636,-5.333,0.282,109.484,BIEL
0.711,Calin,1tpWtFdAuY9chjl5YhzsTP,Safír,8,0.578,0.0737,149589,-7.759,0.0814,146.097,CZE
0.706,STEIN27,5FXDsBtTJRSMmmWhFxhAI0,Habibi,5,0.65,0.0021,146939,-7.791,0.249,147.015,CZE
0.654,Sofian Medjmedj,3zvg1jGv8J5laammbEvkzf,Slzy,10,0.588,0.538,149951,-7.772,0.141,135.916,CZE
0.647,Calin,0Pl0foFNy1vuVgx1NHVjSE,Dívej,1,0.551,0.125,155493,-7.812,0.205,141.913,CZE
0.508,David Kushner,1odExI7RdWc4BT515LTAwj,Daylight,2,0.43,0.83,212954,-9.475,0.0335,130.09,CZE
0.533,Viktor Sheen,0J3SIAOndpL1MS2Vq2RMQ9,Stíny,8,0.784,0.0756,172541,-6.578,0.164,92.42,CZE
0.848,Calin,4enbO9cZhJLSZ6Tf21LRnv,Cikády,11,0.537,0.0935,168923,-8.671,0.0571,130.013,CZE
0.583,Calin,2sXnat46y10FtAbW2A0ira,Hannah Montana,6,0.784,0.0621,158608,-6.708,0.0882,135.08,CZE
0.778,Calin,163UXyyrFlAIQapVN3DqIp,Praha/Vídeň,6,0.449,0.41,162462,-7.464,0.0339,130.007,CZE
0.712,Viktor Sheen,65sTVVVMDnczku5Gt2PTmt,Rozdělený světy,9,0.66,0.331,211892,-7.68,0.032,111.068,CZE
0.58,Viktor Sheen,4UZ91aYQisCeUTyaw0YxZ2,Ibalgin,4,0.89,0.0543,215172,-6.149,0.0385,128.058,CZE
0.718,Käärijä,5RX8T3EoTuXcybAxe6oPAw,Cha Cha Cha,2,0.791,0.00207,175161,-5.572,0.0447,155.082,CZE
0.604,Calin,4ToxkJ4VvWs026R3QfHDI3,Santé,2,0.649,0.4,114000,-8.458,0.0524,120.111,CZE
0.741,Viktor Sheen,3rxHQ7HeJCpiei1d6ANDPW,Až na měsíc,3,0.572,0.265,208696,-10.405,0.0645,115.093,CZE
0.545,Loreen,1DmW5Ep6ywYwxc2HMT5BG6,Tattoo,3,0.779,0.243,183375,-6.235,0.0751,150.002,CZE
0.707,Miley Cyrus,4DHcnVTT87F0zZhRPYmZ3B,Flowers,0,0.681,0.0632,200455,-4.325,0.0668,117.999,CZE
0.561,David Guetta,4uUG5RXrOk84mYEfFvj3cK,I'm Good (Blue),7,0.965,0.00383,175238,-3.673,0.0343,128.04,CZE
0.762,Calin,1iOXr3xZSuF62boF7ygB6L,Benz,2,0.742,0.309,124615,-6.984,0.205,104.063,CZE
0.771,Viktor Sheen,2sNrirJx5Se5MO2tU2lJVL,Blessed,5,0.666,0.318,130286,-7.507,0.159,140.03,CZE
0.528,Calin,54H0xbH1zRSpIooA56rHva,Růže,7,0.329,0.139,255000,-15.353,0.0395,79.994,CZE
0.665,Viktor Sheen,7E8LK4R9gAkSG4CD1kqvsX,Virtuální drogy,10,0.781,0.22,214737,-8.07,0.0722,113.991,CZE
0.545,Vesna,59md7R7fW5LjSbZITzzn3n,My Sister's Crown,4,0.919,0.0512,176800,-5.879,0.159,149.869,CZE
0.697,OneRepublic,4fYte8ZvTK14NEhAOZocBi,I Ain't Worried,0,0.802,0.0988,148120,-6.412,0.0456,139.951,CZE
0.563,Alessandra,14LdhxElpZS0rKVV4nxtdA,Queen of Kings,4,0.908,0.0696,147980,-4.25,0.0868,125.972,CZE
0.667,Hard Rico,592mMetMyxrHCM9jJaNZjX,Nezhasnu,8,0.594,0.0451,160541,-7.064,0.209,73.975,CZE
0.763,CA$HANOVA BULHAR,7xWbvfPrSjTWdsBNHOqdJJ,Praha den a noc,5,0.666,0.276,120000,-8.44,0.306,160.05,CZE
0.442,Tom Odell,7jtQIBanIiJOMS6RyCx6jZ,Another Love,4,0.538,0.717,244360,-8.55,0.0451,122.758,CZE
0.762,Separ,4WXX611x1aCtwcqVJgA3xb,Sunset,1,0.805,0.237,155520,-6.63,0.386,124.977,CZE
0.756,ŠKWOR,6qgMr9LacgnihY9IdYriMP,Síla Starejch Vín,5,0.741,0.0846,174667,-4.813,0.0257,112.911,CZE
0.721,Viktor Sheen,3AExPJ7KcjzpJWY2k8UAZO,Sérum,6,0.567,0.652,181192,-9.123,0.133,151.0,CZE
0.81,Hard Rico,7EdsMzXFu88F4inlWr4ElJ,Secret eyes,9,0.565,0.0704,202435,-6.819,0.0784,115.003,CZE
0.637,Eminem,561jH07mF1jHuk7KlaeF0s,Mockingbird,0,0.678,0.209,250760,-3.798,0.266,84.039,CZE
0.724,Calin,597xR7zSTBE6aZ3Qbs1YeM,Pretty Boy,3,0.577,0.0949,134328,-8.624,0.0798,134.03,CZE
0.616,Kabát,0nVCQoIiDjnZWXHMRCD2Ko,Malá dáma,4,0.967,0.0945,204507,-2.364,0.0393,136.015,CZE
0.819,Ektor,4o7sNuNNkNVlUombpE3D3F,Upgrade,10,0.458,0.692,231193,-10.875,0.162,108.932,CZE
0.562,Calin,1mDgpMsz6fDE7DDZIV9kW3,Berlín,8,0.67,0.152,162712,-6.299,0.25,235.815,CZE
0.52,Harry Styles,4Dvkj6JhhA12EX05fT7y2e,As It Was,6,0.731,0.342,167303,-5.338,0.0557,173.93,CZE
0.772,Imagine Dragons,54ipXppHLA8U4yqpOFTUhr,Bones,5,0.75,0.0201,165265,-3.67,0.0455,114.061,CZE
0.894,P T K,2wPph50bF6qHnXgruVKHm8,Baby a Benzo,4,0.677,0.207,248000,-8.054,0.0648,110.024,CZE
0.742,Yzomandias,5kw5hKBwIUgjAu97QAt0hS,Novej Svět,2,0.73,0.0105,201540,-8.757,0.119,156.945,CZE
0.904,BLANKA,3xxjYOFR1y7By2wNDS51XV,Solo,11,0.642,0.179,154710,-6.721,0.0401,98.945,CZE
0.714,Yzomandias,34glv1y1WLPdKbJK28ky5u,Co Ty Oči??,5,0.721,0.0502,181523,-7.876,0.218,160.005,CZE
0.765,Ektor,6T5iNydXi9ZG3GULTN7YO1,Než bude po všem,2,0.546,0.176,128086,-8.845,0.0371,119.995,CZE
0.772,Yzomandias,1GvNhTv4p4pyunXvVCZAjb,FREE KARLO,1,0.572,0.15,204373,-8.133,0.0747,91.0,CZE
0.704,Måneskin,44Xyja7xYPlVC6v2CeweSi,GOSSIP (feat. Tom Morello),9,0.819,0.00176,168280,-2.974,0.0626,139.921,CZE
0.657,Koky,0fThlG4YBkCsRVSJkGpWAX,SOS,6,0.769,0.101,224727,-6.849,0.0388,109.982,CZE
0.572,Kabát,3gTO7kpYKkaf5rt9afKbFU,Bára,1,0.888,0.00964,191267,-4.918,0.0347,146.122,CZE
0.633,Macklemore,22skzmqfdWrjJylampe0kt,Can't Hold Us (feat. Ray Dalton),2,0.927,0.0267,258432,-4.468,0.0839,146.097,CZE
0.643,Calin,705U2GkmMiEPrqRWMPmabr,Sangria,3,0.597,0.346,190244,-7.181,0.0671,164.056,CZE
0.719,Yzomandias,0E92CGQj3E7REEC9TWqYze,Rolls,2,0.702,0.232,206197,-8.463,0.112,142.094,CZE
0.732,Ukendt Kunstner,5dNSfOZb6AlEF0Xg6C970o,Uden Dig,1,0.737,0.31,191342,-7.234,0.115,163.084,DENM
0.636,Ukendt Kunstner,2rIZdL5X9vCyMp5z0bNNGC,Dansktop,1,0.527,0.366,242351,-8.242,0.135,75.996,DENM
0.746,Ukendt Kunstner,5M44hk5WAFjUzZq64lff5p,Gran Turismo,4,0.517,0.425,274288,-8.231,0.244,77.011,DENM
0.785,Ukendt Kunstner,6V4uTyQqs8tq21qbMUYrWA,Hele Dagen,10,0.544,0.0637,177135,-6.054,0.0452,84.031,DENM
0.499,Ukendt Kunstner,13vWmXJwgVFIb2EOdCGsYZ,Hena,2,0.097,0.971,90900,-15.301,0.0433,103.607,DENM
0.785,Ukendt Kunstner,0n4eXmkGEhgvagEecQt4fc,Fastelavn,9,0.547,0.561,166390,-8.452,0.273,101.961,DENM
0.67,Ukendt Kunstner,3un3EfKXpZbOq0vzyeOKVV,Stjernekigger,1,0.436,0.581,218668,-8.715,0.0596,77.017,DENM
0.869,Benny Jamz,2hFdRvBjl6eWf0tPt9NYID,Tudo Bem (feat. Gilli),0,0.652,0.0512,130494,-6.9,0.086,128.047,DENM
0.625,Ukendt Kunstner,4bgoQq0XDzMdEK1CJzbQlU,For Livet,3,0.623,0.83,399342,-8.395,0.171,127.856,DENM
0.729,Danser Med Piger,71JW11U2IpJQBRicrFUzMZ,God Pige (feat. TopGunn),10,0.805,0.174,167228,-7.087,0.0682,101.056,DENM
0.802,ICEKIID,38xttLsyfUwd284fbNjymm,Jumeirah,7,0.839,0.109,162487,-4.742,0.0627,102.955,DENM
0.316,Ukendt Kunstner,4bblp2UqV5NieAQw50LDK9,Kerosin,1,0.0346,0.985,85778,-20.065,0.0366,138.254,DENM
0.593,Ukendt Kunstner,0FXz5HSVciam4DyXqbZJ4e,Aerosol,8,0.498,0.331,228904,-8.03,0.0375,130.045,DENM
0.714,D1MA,3neYAjvKDOfvBUpIgReOkC,MOONLIGHT,8,0.492,0.566,197043,-8.252,0.209,118.987,DENM
0.545,Loreen,1DmW5Ep6ywYwxc2HMT5BG6,Tattoo,3,0.779,0.243,183375,-6.235,0.0751,150.002,DENM
0.575,TopGunn,0twnZu2JhBywPQBOX92gSl,For Altid,8,0.561,0.103,143451,-8.065,0.253,101.423,DENM
0.58,Ukendt Kunstner,7HNJjx0odqrEZ2m4qSVSw0,Interlude,3,0.0254,0.993,78194,-22.626,0.0526,109.806,DENM
0.841,andreas odbjerg,0Mo3Jmq9uU1QJyhZu4DkR5,smugryger,8,0.541,0.162,163254,-7.567,0.0425,140.039,DENM
0.707,Miley Cyrus,4DHcnVTT87F0zZhRPYmZ3B,Flowers,0,0.681,0.0632,200455,-4.325,0.0668,117.999,DENM
0.686,Tobias Rahim,4EKSw9Jzun2WFvjm2HU58X,Flyvende Faduma,7,0.779,0.0636,198659,-5.907,0.0316,75.0,DENM
0.774,Benny Jamz,7a2ZJ7zftM3SkQ0sDvI4Aa,Palermo (feat. KESI),5,0.779,0.0806,163483,-5.248,0.0633,141.024,DENM
0.681,Tobias Rahim,0JFhEbH1Ij9BIrO800IEIK,Orange,9,0.493,0.524,191093,-7.218,0.0311,95.736,DENM
0.533,Ida Laurberg,6ImP4OQ986Bed0EL3XOlFo,Terrier,11,0.693,0.343,200500,-5.646,0.038,85.294,DENM
0.667,Tobias Rahim,0BGEImCBesJKIm5kZ0fOkH,STOR MAND (feat. Andreas Odbjerg),5,0.671,0.178,182816,-6.097,0.0466,145.975,DENM
0.636,Saint clara,2MDw2DwUDTAhexLMREWsYW,Oh My God,7,0.557,0.304,159886,-6.086,0.21,74.792,DENM
0.565,Gilli,2rfl7SRwfel3gNhXBmL60u,Verden Vågner (feat. Saveus),5,0.764,0.371,156137,-5.452,0.306,94.686,DENM
0.789,Lamin,63Dymm6U4WHLRy87e8GBbo,"Gode Dage, Gode Drinks",0,0.703,0.0448,140089,-7.401,0.367,112.025,DENM
0.636,Calvin Harris,5eTaQYBE1yrActixMAeLcZ,Miracle (with Ellie Goulding),9,0.869,0.0378,186496,-5.289,0.0412,143.011,DENM
0.67,Blæst,5PIiJ3kodpPftCM6alodDE,All In (feat. Lamin),1,0.727,0.239,176430,-5.311,0.323,101.709,DENM
0.508,David Kushner,1odExI7RdWc4BT515LTAwj,Daylight,2,0.43,0.83,212954,-9.475,0.0335,130.09,DENM
0.718,Käärijä,5RX8T3EoTuXcybAxe6oPAw,Cha Cha Cha,2,0.791,0.00207,175161,-5.572,0.0447,155.082,DENM
0.654,Englando,5jcsj5jqLoZoi8XKxe23Vh,Red Flags,4,0.712,0.1,167040,-5.73,0.221,159.977,DENM
0.815,Jimilian,4b3TPBACVaPpXbh9afJwiG,Fræk,6,0.761,0.0658,176710,-4.402,0.129,143.173,DENM
0.788,Baloosh,76noXxTd4j5EqWLmcss5GW,Helwa (feat. PAY & Xabski),10,0.717,0.0848,189432,-6.391,0.0508,122.046,DENM
0.573,Libianca,26b3oVLrRUaaybJulow9kz,People,10,0.422,0.551,184791,-7.621,0.0678,124.357,DENM
0.468,The Minds Of 99,1qy2BuZzSU0JHnGqWRwV3N,Og Du Blev Til En Hvid Fugl,8,0.721,0.0557,201480,-4.854,0.0294,136.977,DENM
0.793,Ed Sheeran,3p7XQpdt8Dr6oMXSvRZ9bg,Eyes Closed,11,0.52,0.246,194926,-7.457,0.0696,107.014,DENM
0.706,Pil,2d0qsULaWlQMZ13jlPRA1d,Dronning Af Månen,8,0.595,0.147,205881,-7.112,0.0305,108.994,DENM
0.589,Artigeardit,6BxGGPBdNexcy53euZsrga,"Er Her (Artigeardit, KESI)",5,0.706,0.151,157102,-5.033,0.312,125.546,DENM
0.694,Gobs,3HkAJYKTQ8D2MXbbu5N8XH,Se Dig Græde,6,0.646,0.0819,113991,-6.769,0.064,145.222,DENM
0.891,Artigeardit,09N9LGyKqWlLViq2bQjFxR,Vågen (Artigeardit X Lamin),1,0.663,0.00311,157815,-5.816,0.117,118.961,DENM
0.621,URO,6OSHB3gKDyYTNNmCiOlpIc,Føles Godt (feat. Mekdes),0,0.684,0.395,170611,-5.944,0.0603,80.954,DENM
0.708,Gobs,4utLwWSxHMamLd9siyFv5Q,Tro På Kærlighed,5,0.77,0.129,158957,-5.102,0.105,144.04,DENM
0.52,Harry Styles,4Dvkj6JhhA12EX05fT7y2e,As It Was,6,0.731,0.342,167303,-5.338,0.0557,173.93,DENM
0.584,Zara Larsson,4vOoQh9MhS9pyrbvc8LyMz,Can't Tame Her,6,0.915,0.00686,196940,-3.199,0.11,181.882,DENM
0.563,Alessandra,14LdhxElpZS0rKVV4nxtdA,Queen of Kings,4,0.908,0.0696,147980,-4.25,0.0868,125.972,DENM
0.855,Lamin,60GwMZeymeZYj7GiEzHQ7d,Hvad Skal Der Ske (feat. ICEKIID),3,0.716,0.152,178184,-7.246,0.088,109.972,DENM
0.76,Blæst,7Ku8cFTqbFMKSWGuf1evPQ,Juice,0,0.658,0.099,160417,-5.966,0.0773,116.017,DENM
0.498,Post Malone,5w40ZYhbBMAlHYNDaVJIUu,Chemical,2,0.897,0.00136,184013,-4.907,0.045,169.902,DENM
0.561,David Guetta,4uUG5RXrOk84mYEfFvj3cK,I'm Good (Blue),7,0.965,0.00383,175238,-3.673,0.0343,128.04,DENM
0.725,Saiko,0zY2rypOdM8xmsf4tUyafF,Supernova,10,0.743,0.256,139091,-4.185,0.148,87.979,ESP
0.801,Lola Indigo,4rKQ8daoK0aklVptea8A9E,EL TONTO,0,0.801,0.406,188088,-5.369,0.1,110.029,ESP
0.768,ROSALÍA,609E1JCInJncactoMmkDon,BESO,5,0.644,0.736,194543,-6.671,0.136,95.05,ESP
0.775,Marshmello,51FvjPEGKq2zByeeEQ43V9,El Merengue,8,0.677,0.0313,189357,-4.703,0.0442,124.011,ESP
0.796,Jhayco,4aJzxp3gimtAdgJn3DL776,Mami Chula,7,0.701,0.215,220600,-3.599,0.0447,119.986,ESP
0.859,Feid,6XSqqQIy7Lm7SnwxS4NrGx,Classy 101,11,0.658,0.145,195987,-4.79,0.159,100.065,ESP
0.863,Chanel,26V1bLUk0SBYkLEwl4caPR,Clavaito,3,0.664,0.0427,162741,-3.902,0.0666,133.028,ESP
0.72,KAROL G,0DWdj2oZMBFSzRsi2Cvfzf,TQG,4,0.63,0.673,199440,-3.547,0.277,179.974,ESP
0.783,Yandel,4FAKtPVycI4DxoOHC01YqD,Yandel 150,6,0.729,0.0492,216148,-3.549,0.0691,167.968,ESP
0.802,Vicco,20CozgjF6bshBw8cLhN23B,Nochentera,8,0.728,0.0233,202185,-6.456,0.0533,121.92,ESP
0.748,Shakira,7txjUEY6McJDJKqIo1Rxjp,Acróstico,11,0.478,0.837,170786,-8.886,0.121,143.866,ESP
0.812,Yng Lvcas,2UW7JaomAMuX9pZrjVpHAU,La Bebe - Remix,2,0.479,0.213,234353,-5.678,0.333,169.922,ESP
0.587,Álvaro De Luna,4rQu72zFJz3qne1bnEkVSt,Todo Contigo,8,0.732,0.000739,165528,-5.288,0.0378,119.938,ESP
0.793,Quevedo,0Sfn2TYbpQtCGMBf6C0Y6T,PLAYA DEL INGLÉS,7,0.736,0.0822,237525,-3.254,0.0469,112.993,ESP
0.823,Feid,3Gs7mVfWKl567mjozgxmXv,Niña Bonita,7,0.615,0.104,187653,-4.19,0.147,90.952,ESP
0.838,Taiu,7MVIfkyzuUmQ716j8U7yGR,Rara Vez,5,0.708,0.176,128677,-4.668,0.166,119.984,ESP
0.683,Eladio Carrion,0PB0O24JqAuNdOAFVJljMS,Coco Chanel,2,0.764,0.0427,160325,-5.995,0.0441,149.949,ESP
0.913,TINI,04ndZkbKGthTgYSv3xS7en,Cupido,9,0.584,0.521,174370,-5.263,0.223,119.873,ESP
0.724,Quevedo,0Iozrbed8spxoBnmtBMshO,WANDA,4,0.631,0.249,160909,-4.42,0.0686,176.076,ESP
0.469,Eladio Carrion,3qXZqXGniqNt3PK2CBSZgM,Si La Calle Llama - Remix,10,0.639,0.564,240000,-5.381,0.32,172.37,ESP
0.795,Aitana,7lrMkztvl0MnRSB2i3KRRe,Los Ángeles,11,0.889,0.053,158484,-5.216,0.0902,122.023,ESP
0.835,Manuel Turizo,3tt9i3Hhzq84dPS8H7iSiJ,La Bachata,7,0.679,0.583,162638,-5.329,0.0364,124.98,ESP
0.838,LiL CaKe,1DxEbt6OSbrkRthk6pjZue,MERCHO,6,0.79,0.431,161452,-1.602,0.108,92.927,ESP
0.668,Eslabon Armado,3qQbCzHBycnDpGskqOWY0E,Ella Baila Sola,5,0.758,0.483,165671,-5.176,0.0332,147.989,ESP
0.751,Quevedo,4WiQA1AGWHFvaxBU6bHghs,PUNTO G,11,0.761,0.251,151325,-4.113,0.15,92.032,ESP
0.709,Rvfv,63lpWMzGpcjpN9DGoDbl7W,Que te vaya bien,1,0.654,0.132,204960,-7.219,0.212,124.952,ESP
0.767,Maikel Delacalle,7q1KFoWUNYudhKW8RYJFsZ,Mi Nena Remix,11,0.701,0.335,220000,-5.458,0.106,125.948,ESP
0.85,Rvfv,7bfFmlLJ1LKr2E3AUsvq5P,Antes,3,0.621,0.621,153684,-6.302,0.183,114.092,ESP
0.621,Bizarrap,2tTmW7RDtMQtBk7m2rYeSw,"Quevedo: Bzrp Music Sessions, Vol. 52",2,0.782,0.0125,198938,-5.548,0.044,128.033,ESP
0.901,Ozuna,1zsPaEkglFvxjAhrM8yhpr,Hey Mor,1,0.589,0.00302,196600,-6.713,0.289,98.002,ESP
0.569,Grupo Frontera,6pD0ufEQq0xdHSsRbg9LBK,un x100to,6,0.724,0.228,194563,-4.076,0.0474,83.118,ESP
0.778,Bizarrap,4nrPB8O7Y7wsOCJdgXkthe,"Shakira: Bzrp Music Sessions, Vol. 53",2,0.632,0.274,218289,-5.6,0.0493,122.104,ESP
0.545,Loreen,1DmW5Ep6ywYwxc2HMT5BG6,Tattoo,3,0.779,0.243,183375,-6.235,0.0751,150.002,ESP
0.54,Saiko,31jtlGwefCdtqNOSpLq82U,Polaris,8,0.541,0.487,192122,-8.299,0.231,84.332,ESP
0.743,Feid,0CYTGMBYkwUxrj1MWDLrC5,CHORRITO PA LAS ANIMAS,8,0.831,0.114,168133,-4.042,0.0584,95.975,ESP
0.811,Pedro Capó,2o6pi3nx1UAYxuBccabCMQ,La Fiesta,9,0.46,0.434,201044,-6.035,0.0444,122.98,ESP
0.931,Becky G,6IdcyYfBz9LG3SWIKVyNgh,Arranca (feat. Omega),0,0.793,0.0378,166529,-4.666,0.133,117.999,ESP
0.799,Morad,0yK1nUASmGNYKUH5qpXeOY,Andando,2,0.668,0.388,261714,-6.452,0.0663,105.035,ESP
0.772,Morad,5wFtUYK4cSjgVc760eLlcs,Paz,7,0.468,0.194,186000,-7.448,0.147,99.978,ESP
0.817,Sebastian Yatra,1MB8kTH7VKvAMfL9SHgJmG,VAGABUNDO,11,0.851,0.0351,215600,-3.309,0.0627,127.019,ESP
0.887,Arcángel,2mnXxnrX5vCGolNkaFvVeM,La Jumpa,9,0.234,0.111,196800,-14.52,0.178,140.02,ESP
0.771,Mora,2hLXUbsOU9cDb9RFva9FYr,MEMORIAS,2,0.707,0.389,228750,-6.404,0.055,127.963,ESP
0.846,Mora,6peVAUzSxDlTigQw5T99O5,RÁPIDO,5,0.552,0.361,182857,-8.873,0.04,105.004,ESP
0.755,Aya Nakamura,35XF6veSvhoPdWy89zaeaj,T'as peur,8,0.565,0.113,215284,-5.595,0.273,177.941,ESP
0.766,Myke Towers,5OYRVKWII0Eog7CjQRnmGf,MI DROGA,4,0.774,0.48,163240,-3.84,0.246,180.033,ESP
0.81,Aissa,36W1V6ft4fX7HQVSdIYL0J,Las Bratz (Remix),10,0.815,0.231,444632,-3.101,0.1,95.003,ESP
0.707,Miley Cyrus,4DHcnVTT87F0zZhRPYmZ3B,Flowers,0,0.681,0.0632,200455,-4.325,0.0668,117.999,ESP
0.651,Feid,3eqCJfgJJs8iKx49KO12s3,REMIX EXCLUSIVO,5,0.557,0.0358,206947,-5.466,0.204,87.063,ESP
0.732,YoSoyPlex,66j4P6CdkPZQW5q0Lv3Vn8,Flow Violento - Remix,1,0.776,0.384,166534,-3.287,0.0424,99.997,ESP
0.718,Käärijä,5RX8T3EoTuXcybAxe6oPAw,Cha Cha Cha,2,0.791,0.00207,175161,-5.572,0.0447,155.082,ESP
0.718,Käärijä,5RX8T3EoTuXcybAxe6oPAw,Cha Cha Cha,2,0.791,0.00207,175161,-5.572,0.0447,155.082,FIN
0.819,SHRTY,4NbcnW0v1yoeq2IAuWFriv,Pariisin kevät,8,0.733,0.0809,154914,-4.164,0.0351,115.972,FIN
0.545,Loreen,1DmW5Ep6ywYwxc2HMT5BG6,Tattoo,3,0.779,0.243,183375,-6.235,0.0751,150.002,FIN
0.563,Alessandra,14LdhxElpZS0rKVV4nxtdA,Queen of Kings,4,0.908,0.0696,147980,-4.25,0.0868,125.972,FIN
0.853,Costi,2ZJ50ZqUlqFnva0hCvmWkh,PARTYBOY,1,0.52,0.0859,161477,-6.246,0.0853,97.93,FIN
0.81,Gettomasa,6gC4zm1oONWkl0zvo4Cwg6,Meit ei oo,11,0.565,0.117,174284,-6.318,0.0946,80.015,FIN
0.817,Korelon,6ie36ZZnVBzZgkdfghyRQ7,CITYBOY,0,0.676,0.0224,181741,-5.426,0.225,140.041,FIN
0.499,Antti Tuisku,3rsDUslPzGw6sGHjkM4lg2,Auto jää (feat. Käärijä),7,0.886,0.00294,172088,-5.051,0.143,138.055,FIN
0.863,Cledos,6KE32hoeVholHEoGeSoWQ5,Kauemmas,1,0.521,0.0278,192030,-6.546,0.0601,125.016,FIN
0.689,Joker Out,14ibwN44PVKuvEqLiaNkKu,Carpe Diem,1,0.663,0.00906,165703,-8.778,0.0427,131.936,FIN
0.681,Noa Kirel,6dUregFbvUNqHP5nphqesK,Unicorn,6,0.868,0.0216,170900,-5.499,0.095,130.126,FIN
0.718,Costi,0Md23O27tBkiiuzsCTetpl,Maailman ympäri,0,0.676,0.103,150488,-5.543,0.0723,84.046,FIN
0.577,KUUMAA,4TXoHT9YxXfczvs2ccf5MK,Ylivoimainen,4,0.762,0.0328,181947,-5.402,0.0648,163.987,FIN
0.785,Fabe,1o9alBDLkoE0sMHw3PTk94,Lojaali (feat. Mikael Gabriel),1,0.666,0.15,135728,-5.573,0.124,102.931,FIN
0.734,ABREU,4s8HU5QtwF2vuBUlvVpKgy,Eilisen mä,8,0.807,0.134,153487,-7.427,0.0376,99.995,FIN
0.717,Isac Elliot,2iyem3u1Bl9WBRhLyn1Yv9,Riidellään,9,0.601,0.364,182597,-9.436,0.0412,123.954,FIN
0.74,KUUMAA,50MCpRAPLw8KXn8j6j2yb7,Tulipalo,10,0.677,0.248,183806,-7.519,0.0286,122.025,FIN
0.695,william,061FQTXf0Fmprx1Jjg35B0,Champagne sippA,1,0.597,0.258,152093,-5.328,0.0956,86.008,FIN
0.688,TEYA,3gUC7tGDPVLOq42vvTUVdI,Who the Hell Is Edgar?,11,0.644,0.0234,159418,-7.629,0.0596,145.926,FIN
0.776,Joe L,7pLVekYOyxNtBTeaXl9PU5,Ovet paukkuu (feat. william),1,0.454,0.0581,156026,-9.82,0.0374,119.98,FIN
0.545,Vesna,59md7R7fW5LjSbZITzzn3n,My Sister's Crown,4,0.919,0.0512,176800,-5.879,0.159,149.869,FIN
0.526,pehmoaino,4Ac4YAaS8HkCuIX7zr8Ycu,mietin sua pahalla,3,0.521,0.632,183269,-7.42,0.06,128.874,FIN
0.904,BLANKA,3xxjYOFR1y7By2wNDS51XV,Solo,11,0.642,0.179,154710,-6.721,0.0401,98.945,FIN
0.718,La Zarra,18ZX6YaDSOopXPRvfIh8DM,Évidemment,11,0.743,0.129,181000,-4.581,0.069,120.044,FIN
0.816,vitunleija,2QqVRDgYIZbOXCKp3qrd6m,"B-Day (feat. DAVI, baka®, Korelon)",8,0.795,0.0867,124377,-7.559,0.198,97.986,FIN
0.496,Remo Forrer,4ih4oGbMt9b6PbKhTPbAmw,Watergun,8,0.357,0.211,172555,-13.42,0.0351,137.96,FIN
0.865,Gettomasa,3KOKML3DT5AbPOQYWjBZTh,Shamppanjadieetillä,8,0.53,0.212,154571,-5.749,0.0972,102.008,FIN
0.853,Turisti,5TclMfBUkcXEIW23ytQ3Dp,Tällee näin,1,0.657,0.0264,180038,-4.144,0.101,100.01,FIN
0.641,TUULI,04ajBAZ4nicx6flU5D6PdB,OnlyFans (feat. ibe),2,0.741,0.0136,174527,-7.303,0.0574,90.0,FIN
0.508,David Kushner,1odExI7RdWc4BT515LTAwj,Daylight,2,0.43,0.83,212954,-9.475,0.0335,130.09,FIN
0.613,Gettomasa,12zIIWVV5guPmsV7yQGsOM,Vastustamaton,2,0.737,0.324,218473,-6.052,0.143,125.03,FIN
0.609,KUUMAA,2hCsRJpmsetg49AXeyhuAN,Anna mulle mitä vaan,2,0.823,0.0181,147812,-7.163,0.0383,160.049,FIN
