danceability,artist_name,song_id,track_name,key,energy,acousticness,duration_ms,loudness,speechiness,tempo,pais
0.841,Plan B,3KZCP2StVGdWkOKyRZNWA4,Es un Secreto,6,0.774,0.117,192120,-4.963,0.0421,95.006,ECU
0.751,Quevedo,4WiQA1AGWHFvaxBU6bHghs,PUNTO G,11,0.761,0.251,151325,-4.113,0.15,92.032,ECU
0.651,Feid,3eqCJfgJJs8iKx49KO12s3,REMIX EXCLUSIVO,5,0.557,0.0358,206947,-5.466,0.204,87.063,ECU
0.804,Bad Bunny,6Xom58OOXk2SoU711L2IXO,Moscow Mule,5,0.674,0.294,245940,-5.453,0.0333,99.968,ECU
0.629,Jimin,3Ua0m0YmEjrMi9XErKcNiR,Like Crazy,7,0.733,0.0025,212241,-5.445,0.0419,120.001,ECU
0.781,Chencho Corleone,4k7CNPArKLf4QuvGfMeHDk,Un Cigarrillo,6,0.774,0.133,184267,-4.477,0.187,175.956,ECU
0.87,Cris Mj,1O2pcBJGej0pmH2Y9XZMs6,Una Noche en Medellín,10,0.548,0.0924,153750,-5.253,0.077,96.018,ECU
0.913,TINI,04ndZkbKGthTgYSv3xS7en,Cupido,9,0.584,0.521,174370,-5.263,0.223,119.873,ECU
0.876,Bad Bunny,31i56LZnwE6uSu3exoHjtB,Neverita,10,0.498,0.0706,173119,-7.511,0.0478,122.016,ECU
0.734,Morat,4khWEpnaijN0G1x019Uzdr,No Se Va,0,0.685,0.117,216753,-5.37,0.0453,92.042,ECU
0.647,Feid,3PpWCS95gDUDRPko3u1MZ9,Prohibidox,1,0.801,0.0451,166253,-2.946,0.249,180.108,ECU
0.748,Alex Ponce,1udeZVMClO0LEIgwgnueOx,plan,8,0.554,0.299,199385,-9.318,0.0349,130.031,ECU
0.671,Mohammed Saeed,0zzrAsIPYKENTWOwZqYjYp,Alo Aleky,7,0.41,0.921,178886,-8.192,0.183,165.955,EGY
0.722,Ramy Sabry,4Guq7XrO1FjduwFBsVbr0E,يمكن خير,2,0.688,0.244,216357,-7.008,0.0267,104.999,EGY
0.78,Wegz,5kdlxZ5skOYY3VK8RlfEIZ,البخت,3,0.59,0.487,206113,-7.77,0.132,104.977,EGY
0.733,Essam Sasa,7qnR06N2Ekj9iBOQHiFqdq,مسا مني ليكوا,11,0.695,0.558,219813,-4.387,0.0474,106.883,EGY
0.765,Muslim,10kAWGJi58siX7qOKFt2uY,Tab Aoulak - Karkouba,7,0.802,0.269,226763,-8.836,0.115,100.051,EGY
0.775,Double Zuksh,5o7YSTsbNeo98lSacuNIi5,Salt El Zein - صلاة الزين,2,0.655,0.0384,156771,-4.017,0.0292,130.019,EGY
0.579,Samar Tarik,21pRBYqcpAHzzyrSrX2HCb,Lw,7,0.262,0.865,201951,-12.373,0.0968,164.093,EGY
0.792,Marwan Pablo,1SSymcmcSI1oYQtwOA8mOJ,LELLY YAH,10,0.661,0.163,189827,-6.059,0.0813,119.976,EGY
0.918,Mohamed Ramadan,2FtwA6cVlrYeJzN8lCiwHS,Come Baby Come,6,0.865,0.121,145487,-6.734,0.112,113.047,EGY
0.813,Karim Osama,3kvFynFheCVVecaJLKketl,Nazlet Seman,1,0.456,0.742,168006,-8.388,0.0665,110.02,EGY
0.393,Muslim - مُسلِم,68WRDAU8QecpIyasp2BEby,Aleb Fel Dafater,3,0.5,0.53,306362,-9.22,0.14,81.882,EGY
0.685,Various Artists,6J2LvJwmgpauEsaY6h06fW,Freedom Music: Scene Cypher 3,9,0.448,0.34,244865,-10.786,0.427,148.021,EGY
0.794,Bahaa Sultan,1VfR7wqvEB9vQZrpizMRmf,Beraha Ya Sheekha,1,0.748,0.226,179526,-5.787,0.031,110.001,EGY
0.784,Muhab,61krPxyIuTV8tpzMxHEWJh,Rehla,1,0.347,0.602,224006,-14.885,0.203,105.003,EGY
0.733,Abo El Anwar,6Uig1yLkQkBZoHGDyZrTzm,Blanco,10,0.721,0.342,146571,-10.242,0.412,144.97,EGY
0.74,Cairokee,4vIbws1xp082bv0zl8vLaJ,Basrah w Atooh,3,0.507,0.373,237832,-8.764,0.118,103.993,EGY
0.447,Afroto,00TO3hVgOAgfKrRjrKEZxx,7ALA,6,0.54,0.578,181311,-12.572,0.0446,97.747,EGY
0.686,Farid,0SbObewB36qKLWcaxMntej,بأمارة مين,0,0.66,0.47,195882,-5.947,0.0291,135.984,EGY
0.755,Wegz,2BHxg3zP8IdRvvWPVavzqB,Amira,6,0.594,0.12,269231,-7.316,0.0422,117.948,EGY
0.816,Ahmed Saad,2HbrI0oakRE7qNXoK74zNR,El Youm El Helw Dah,5,0.669,0.126,172233,-5.336,0.0576,120.021,EGY
0.68,Cairokee,6CU68VwcV10VfulVQMfj3X,Ana Negm,6,0.487,0.767,241852,-9.639,0.0415,91.966,EGY
0.449,Muhab,19QZmE8ctW3y569h1TkL5W,Amar,2,0.438,0.76,192006,-12.048,0.0872,127.875,EGY
0.738,FL EX,6gg53gW5wlz0jSQmOcqIfY,MESAMA3EEN,4,0.705,0.481,180426,-9.055,0.213,140.957,EGY
0.7,Ahmed Saad,6v9noMonS9GMI3Yx9CsSmF,Ya 3araf,2,0.813,0.0979,280000,-5.175,0.0506,92.998,EGY
0.444,Muslim - مُسلِم,5hiQSNo6jQbQ2m2gBZs7bU,Etnaset,1,0.5,0.804,195598,-7.706,0.0666,147.757,EGY
0.621,Maha Ftouni,5DWgoXhsm5LjfyERSbaqzO,El Sabr Gamel -الصبر جميل,2,0.532,0.762,299431,-7.639,0.0459,143.948,EGY
0.651,Wael Jassar,0TnD2vJ9M91YXbBQqhK8lU,Zrouf Mandany,2,0.69,0.0417,245819,-6.675,0.0368,127.997,EGY
0.579,Essam Sasa,0PTlHYXWyCeayIw3Tpafdl,عره فافي عامل مغامر - بت انتي حب حياتي,0,0.9,0.435,216816,-2.534,0.158,186.088,EGY
0.793,3enba,1jcvOCkdQNmj8YxgcPdv59,On Fire,4,0.816,0.187,158669,-3.134,0.263,98.92,EGY
0.566,Muslim - مُسلِم,3g4p8OgtpxHpEHzEjnRo6J,Mesh Nadman,10,0.332,0.769,175911,-11.366,0.0658,88.957,EGY
0.599,Ahmed Kamel,0Oz1kaka4qeWhjntOZTRFv,Baad El Kalam,1,0.428,0.486,232500,-8.555,0.17,80.026,EGY
0.805,Essam Sasa,3FdV0iO6fskyPeYnrMsKPM,وسط دموع وجراح,11,0.78,0.498,264197,-3.463,0.0764,109.984,EGY
0.689,Essam Sasa,7ydZcXrYQhW0YRGsH7zgJr,اه يا بخته اللي يزاملني ( روح بقلبك مش بجسمك ),9,0.906,0.484,244950,-1.916,0.0886,98.007,EGY
0.438,Muslim - مُسلِم,6382iMgZk6yyPg3htCkpB5,Abl Mawsalek,4,0.323,0.749,278000,-10.903,0.0406,115.627,EGY
0.675,Essam Sasa,6kQSn6wpNfhi6okDREctqv,يلا ندي للي باعنا بوسة,8,0.861,0.505,182400,-2.482,0.105,99.954,EGY
0.741,Mohamed Mounir,0Kb87SCKl8pFyKm0yD9TYf,لِلّي,7,0.819,0.104,163122,-5.189,0.0708,92.332,EGY
0.802,Hamo ElTikha,0nkJCooURSEVpWFpeYOzeI,حمرا,7,0.627,0.431,218407,-4.374,0.339,139.805,EGY
0.947,Afroto,6cpTq72SH9QSocMTnGEKg5,Brazil,9,0.732,0.15,212000,-5.764,0.355,120.083,EGY
0.572,Ahmed Saad,0xIbsBFRTZoNfg54EAYHoN,Ana Qader From Gafar El Omda Series,2,0.914,0.271,186947,-3.244,0.267,94.608,EGY
0.671,Mohammed Saeed,49odA1EtwSkPefTEeIwqBx,Konty 2olely,5,0.248,0.936,168695,-14.674,0.143,140.033,EGY
0.658,Ahmed Saad,2IhPJapsl9WFLBFNhWZp7q,Ader Akmel,10,0.339,0.496,253385,-10.672,0.091,129.886,EGY
0.365,Zap Tharwat,20MpmTGEcFIfMxxqobnxnl,Ghasb Anny,6,0.421,0.36,264110,-10.082,0.0655,179.516,EGY
0.769,Wegz,2FntmtxOqyNgZkxaZchEn0,سكرتي,2,0.503,0.647,210893,-10.117,0.348,140.094,EGY
0.763,Bahaa Sultan,3LXPZvEHf0vhgFKs4giHSS,Ta3ala Adalla3ak,10,0.863,0.651,211452,-4.395,0.0451,123.911,EGY
0.643,Mohammed Saeed,7d3jR3zhKm8i7aPQcxjiVB,W El 7al Eh,6,0.269,0.918,179285,-12.285,0.184,166.081,EGY
0.738,Afroto,4eEqANCoWtjcegFNqnV3nq,BAHZ,6,0.591,0.366,179137,-5.944,0.529,143.417,EGY
0.84,Marwan Moussa,4U7uW9KlqalDKu8ff9OyDm,Aloomek,6,0.327,0.651,306790,-11.83,0.306,137.96,EGY
0.695,Ahmed Saad,5kQCI3faUHASM28R91ksUY,Aleky Eyoun,10,0.391,0.734,209851,-9.77,0.0441,117.948,EGY
0.683,Marwan Pablo,6EImClnQDWI51GJjSKva6P,EL HALAL,11,0.816,0.0113,230208,-5.178,0.0425,121.001,EGY
0.85,Wegz,02G9n2WgsNd2j7CqTmcDR2,عفاريت الأسفلت,10,0.528,0.505,204818,-8.646,0.267,143.066,EGY
0.668,Eslabon Armado,3qQbCzHBycnDpGskqOWY0E,Ella Baila Sola,5,0.758,0.483,165671,-5.176,0.0332,147.989,GUA
0.569,Grupo Frontera,6pD0ufEQq0xdHSsRbg9LBK,un x100to,6,0.724,0.228,194563,-4.076,0.0474,83.118,GUA
0.812,Yng Lvcas,2UW7JaomAMuX9pZrjVpHAU,La Bebe - Remix,2,0.479,0.213,234353,-5.678,0.333,169.922,GUA
0.784,Peso Pluma,2mpoNBkngUEwnaKoBhZ0vl,PRC,7,0.826,0.0965,184066,-6.34,0.0538,138.078,GUA
0.558,Junior H,1haJsMtoBhHfvuM7XWuT3W,El Azul,9,0.648,0.226,187226,-7.081,0.055,143.876,GUA
0.772,Natanael Cano,1lRtH4FszTrwwlK5gTSbXO,AMG,11,0.73,0.152,174943,-6.657,0.0972,136.175,GUA
0.605,Yahritza Y Su Esencia,4JdSXF2p71cr8uCY3UiJM0,Frágil,6,0.726,0.365,160518,-4.515,0.0309,149.918,GUA
0.807,Peso Pluma,2VzCjpKvPB1l1tqLndtAQa,Por las Noches,0,0.595,0.31,239845,-7.19,0.0325,92.491,GUA
0.491,Carin Leon,6Um358vY92UBv5DloTRX9L,Que Vuelvas,10,0.643,0.187,169419,-4.309,0.0442,162.469,GUA
0.859,Feid,6XSqqQIy7Lm7SnwxS4NrGx,Classy 101,11,0.658,0.145,195987,-4.79,0.159,100.065,GUA
0.736,Chino Pacas,3kf0WdFOalKWBkCCLJo4mA,El Gordo Trae El Mando,7,0.8,0.179,112087,-5.38,0.0525,140.253,GUA
0.529,Fuerza Regida,0IKeDy5bT9G0bA7ZixRT4A,Bebe Dame,7,0.602,0.299,271862,-4.629,0.0458,157.643,GUA
0.783,Yandel,4FAKtPVycI4DxoOHC01YqD,Yandel 150,6,0.729,0.0492,216148,-3.549,0.0691,167.968,GUA
0.72,KAROL G,0DWdj2oZMBFSzRsi2Cvfzf,TQG,4,0.63,0.673,199440,-3.547,0.277,179.974,GUA
0.699,Oscar Maydon,6TBzRwnX2oYd8aOrOuyK1p,Fin de Semana,0,0.541,0.0628,224921,-4.943,0.0826,98.395,GUA
0.852,Becky G,5RcxRGvmYai7kpFSfxe5GY,Chanel,2,0.675,0.397,201993,-5.738,0.0363,132.005,GUA
0.901,Ozuna,1zsPaEkglFvxjAhrM8yhpr,Hey Mor,1,0.589,0.00302,196600,-6.713,0.289,98.002,GUA
0.628,Fuerza Regida,0UbesRsX2TtiCeamOIVEkp,Ch y la Pizza,8,0.668,0.329,136913,-2.722,0.117,148.746,GUA
0.865,Feid,2CeKVsFFXG4QzA415QygGb,Feliz Cumpleaños Ferxxo,5,0.573,0.0863,155960,-5.501,0.0678,94.999,GUA
0.835,Manuel Turizo,3tt9i3Hhzq84dPS8H7iSiJ,La Bachata,7,0.679,0.583,162638,-5.329,0.0364,124.98,GUA
0.748,Shakira,7txjUEY6McJDJKqIo1Rxjp,Acróstico,11,0.478,0.837,170786,-8.886,0.121,143.866,GUA
0.647,Bad Bunny,3k3NWokhRRkEPhCzPmV8TW,Ojitos Lindos,3,0.686,0.08,258299,-5.745,0.0413,79.928,GUA
0.777,Peso Pluma,7Lkxvfl2rkNYWS4kBDCQtN,Las Morras,9,0.841,0.312,155173,-4.641,0.0407,133.007,GUA
0.594,Grupo Frontera,23Lyy7ZXRvzfgH4JtDkKrX,No Se Va - En Vivo,0,0.527,0.121,194019,-9.335,0.0335,172.712,GUA
0.911,Bad Bunny,6Sq7ltF9Qa7SNFBsV5Cogx,Me Porto Bonito,1,0.712,0.0901,178567,-5.105,0.0817,92.005,GUA
0.887,Arcángel,2mnXxnrX5vCGolNkaFvVeM,La Jumpa,9,0.234,0.111,196800,-14.52,0.178,140.02,GUA
0.497,Grupo Firme,3upTB6o5YgeALHgDp3mzte,Qué Onda Perdida,2,0.501,0.305,239637,-4.141,0.03,109.732,GUA
0.801,Bad Bunny,5Eax0qFko2dh7Rl2lYs3bx,Efecto,7,0.475,0.141,213061,-8.797,0.0516,98.047,GUA
0.703,Eden Muñoz,0qCPD6ilr9nXkI4KVZgcns,Abcdario,8,0.429,0.783,220650,-9.076,0.0308,129.034,GUA
0.743,Feid,0CYTGMBYkwUxrj1MWDLrC5,CHORRITO PA LAS ANIMAS,8,0.831,0.114,168133,-4.042,0.0584,95.975,GUA
0.683,Eladio Carrion,0PB0O24JqAuNdOAFVJljMS,Coco Chanel,2,0.764,0.0427,160325,-5.995,0.0441,149.949,GUA
0.774,Peso Pluma,3gfSH9aYZbyGjdmbeoWliw,Siempre Pendientes,0,0.748,0.331,186828,-7.086,0.0352,135.929,GUA
0.709,Feid,0T2pB7P1VdXPhLdQZ488uH,Normal,4,0.56,0.034,171880,-4.867,0.171,170.082,GUA
0.823,Feid,3Gs7mVfWKl567mjozgxmXv,Niña Bonita,7,0.615,0.104,187653,-4.19,0.147,90.952,GUA
0.928,Cartel De Santa,55ZATsjPlTeSTNJOuW90pW,Shorty Party,2,0.468,0.328,265000,-8.196,0.364,96.006,GUA
0.794,KAROL G,4NoOME4Dhf4xgxbHDT7VGe,X SI VOLVEMOS,1,0.807,0.334,200120,-3.447,0.326,178.003,GUA
0.768,ROSALÍA,609E1JCInJncactoMmkDon,BESO,5,0.644,0.736,194543,-6.671,0.136,95.05,GUA
0.621,Bizarrap,2tTmW7RDtMQtBk7m2rYeSw,"Quevedo: Bzrp Music Sessions, Vol. 52",2,0.782,0.0125,198938,-5.548,0.044,128.033,GUA
0.664,Ovy On The Drums,1mF6RkY7x1KsDBZS6cV5f1,EL HECHIZO,2,0.529,0.539,167988,-6.149,0.0392,148.12,GUA
0.754,J Balvin,0fea68AdmYNygeTGI4RC18,LA CANCIÓN,7,0.646,0.152,242573,-5.795,0.317,176.089,GUA
0.758,Fuerza Regida,17js0w8GTkTUFGFM6PYvBd,Igualito a Mi Apá,4,0.812,0.188,166821,-3.272,0.0854,144.908,GUA
0.571,Grupo Marca Registrada,0pliiCOWPN0IId8sXAqNJr,Di Que Sí,9,0.584,0.0738,190554,-5.38,0.0501,182.317,GUA
0.778,Bizarrap,4nrPB8O7Y7wsOCJdgXkthe,"Shakira: Bzrp Music Sessions, Vol. 53",2,0.632,0.274,218289,-5.6,0.0493,122.104,GUA
0.702,El Chachito,1Fuc3pBiPFxAeSJoO8tDh5,En Paris,3,0.483,0.366,162795,-7.99,0.0524,138.842,GUA
0.892,Ñengo Flow,54ELExv56KCAB4UP9cOCzC,Gato de Noche,8,0.662,0.169,227013,-3.894,0.162,93.976,GUA
0.876,Bad Bunny,31i56LZnwE6uSu3exoHjtB,Neverita,10,0.498,0.0706,173119,-7.511,0.0478,122.016,GUA
0.703,Chino Pacas,7dR09k1an5JEq7ch0Y5hvV,Dijeron Que No La Iba Lograr,7,0.791,0.255,113020,-6.792,0.0657,142.219,GUA
0.732,Yuridia,4H6o1bxKRGzmsE0vzo968m,Qué Agonía,11,0.573,0.56,152923,-5.733,0.0237,97.502,GUA
0.718,Natanael Cano,3IMuuBcKSeFqQSlF2XluA1,Pacas De Billetes,7,0.726,0.0889,188075,-5.91,0.0403,142.986,GUA
0.724,Luis R Conriquez,4ygQ5wSuzzNRevVjup1qV2,El Gavilán,11,0.684,0.144,175296,-4.413,0.0705,144.117,GUA
0.425,Keung To,1VU4roZEde9uI25e4rUOuU,沒有翅膀的天使,6,0.397,0.116,198000,-10.623,0.0403,198.058,HKG
0.384,Keung To,3uHE0cVFDFDORAVhwLqL4p,追,0,0.373,0.761,313944,-7.503,0.0305,177.818,HKG
0.319,Keung To,172oAbLGpgeCsukno7oBRe,風雨不改 (電影《阿媽有咗第二個》主題曲),0,0.198,0.942,308053,-11.611,0.0402,62.925,HKG
0.504,Anson Lo 盧瀚霆,54ugnbuE4eWGhdXKMAAWFV,MONEY (Anson Lo x Dear Jane),0,0.952,0.000734,218421,-2.637,0.0894,100.037,HKG
0.646,Keung To,11IqNbLOD4s4nVYSuEttFR,"Dear My Friend,",0,0.452,0.723,232008,-8.152,0.0307,94.566,HKG
0.729,Anson Lo 盧瀚霆,4bzylGLMAjkb8AYCcsu96R,MONEY,2,0.774,0.0758,202538,-3.246,0.107,99.999,HKG
0.635,Keung To,1dBroK67DSaaEE5kvkVjzG,作品的說話,5,0.389,0.443,252747,-13.106,0.0638,79.991,HKG
0.57,Anson Lo 盧瀚霆,3b4dQtIVyVhQdbYVfrik0k,永順街39號,7,0.392,0.869,280149,-8.887,0.0307,137.092,HKG
0.466,陳卓賢 Ian,3mVO7XaN9ULGNuXteiCOz3,再見 寧靜海,10,0.471,0.5,250677,-8.524,0.039,146.879,HKG
0.841,JISOO,69CrOS7vEHIrhC2ILyEi0s,FLOWER,9,0.384,0.0236,173134,-7.684,0.0351,123.961,HKG
0.736,陳卓賢 Ian,6lfMr5SEeFdpMeIJxw5n1I,抱抱無尾熊,7,0.692,0.485,225527,-6.654,0.0643,132.01,HKG
0.411,陳卓賢 Ian,6flgMTTqhbJSNryAPCYcvA,留一天與你喘息,9,0.482,0.574,258925,-8.081,0.0475,172.079,HKG
0.783,FIFTY FIFTY,7FbrGaHYVDmfr7KoLIZnQ7,Cupid - Twin Ver.,11,0.592,0.435,174253,-8.332,0.0331,120.018,HKG
0.795,Coca-Cola Hong Kong,5DuzFa95k6It0RXVTUwMYH,無糖可口可樂 X 姜濤 • 無可取代,2,0.858,0.0843,67527,-6.08,0.285,149.878,HKG
0.419,Dear Jane,48yFnEAkBdOmqvhZ6NaR4U,到底發生過什麼事,11,0.811,0.101,259375,-5.263,0.0364,165.966,HKG
0.578,Anson Lo 盧瀚霆,2E5X5HbBHBUeo2juTSgTMX,偷情,9,0.713,0.0503,228909,-7.012,0.03,130.985,HKG
0.623,陳卓賢 Ian,2vJreatDgwtXWKpkqpPUZ3,地球上的最後一朵花,8,0.382,0.785,226665,-9.168,0.0349,125.881,HKG
0.683,IVE,70t7Q6AYG6ZgTYmJWcnkUM,I AM,4,0.875,0.0115,183853,-4.866,0.0549,122.002,HKG
0.679,MC 張天賦,3x2hKSUf8O8IqI1shmxGnp,老派約會之必要,10,0.563,0.503,223951,-7.009,0.0334,107.014,HKG
0.554,Terence Lam,6lwMbAQ6RLzlXrX5Zh1rG6,萬一你是個好人,0,0.0626,0.935,185357,-20.546,0.0367,112.127,HKG
0.574,YOASOBI,7ovUcF5uHTBRzUpB6ZOmvt,アイドル,1,0.935,0.112,213234,-2.783,0.0926,166.008,HKG
0.55,MC 張天賦,3IxGmKdOkv7tgMCzyKF2Xm,世一,2,0.557,0.748,263134,-7.033,0.0382,141.791,HKG
0.795,LE SSERAFIM,51vRumtqbkNW9wrKfESwfu,UNFORGIVEN (feat. Nile Rodgers),4,0.875,0.111,182149,-4.079,0.0525,104.008,HKG
0.485,Hins Cheung,6bMgCXapeQEVFgAOr8EvgY,隱形遊樂場,7,0.452,0.436,233187,-7.212,0.0379,133.517,HKG
0.491,MC 張天賦,1ZrnCyms7CBYsCvkkVIkt8,記憶棉,9,0.533,0.393,273390,-7.594,0.0473,149.856,HKG
0.595,Gareth.T,5KpWHEh32vzxkttIK3KHKI,國際孤獨等級,3,0.205,0.844,192801,-10.588,0.0463,135.506,HKG
0.804,NewJeans,65FftemJ1DbbZ45DUfHJXE,OMG,9,0.771,0.357,212253,-4.067,0.0433,126.956,HKG
0.547,Jay Chou,0F02KChKwbcQ3tk4q1YxLH,晴天,7,0.567,0.276,269747,-7.295,0.0242,137.13,HKG
0.564,MC 張天賦,4EtIyBLHlEJoNPsb3Kv3CQ,花海,6,0.556,0.667,177560,-7.749,0.0689,83.909,HKG
0.757,aespa,1ULdASrNy5rurl1TZfFaMP,Spicy,11,0.898,0.0138,197040,-1.247,0.0667,114.949,HKG
0.368,陳卓賢 Ian,2rbbJ2xZFJa2DriR5h0TBS,Distance,1,0.754,0.166,185033,-4.893,0.317,170.029,HKG
0.814,NewJeans,3r8RuvgbX9s7ammBn07D3W,Ditto,6,0.641,0.027,185507,-5.957,0.111,133.854,HKG
0.737,MC 張天賦,433FK3gktWwmjkAPMSqVNO,時候不早,9,0.483,0.318,220939,-6.416,0.0311,83.966,HKG
0.8,IVE,7foeH2Emgq8A3LWk3q6dat,Kitsch,11,0.792,0.0119,195440,-4.953,0.0529,102.0,HKG
0.407,MC 張天賦,6tr0lpSi0fKE3hSM0vkdIe,世一 (不可一世) [feat. Kiri T],2,0.551,0.767,263873,-6.613,0.0476,142.019,HKG
0.771,SEVENTEEN,3AOf6YEpxQ894FmrwI9k96,Super,8,0.88,0.162,200387,-4.091,0.0857,137.018,HKG
0.497,Jay Chou,4Rt9k4SE8dbfKzngxKJPq9,擱淺,5,0.49,0.671,236133,-7.161,0.0276,122.71,HKG
0.577,Jay Fung,1jPDZpQoMwgmP3CzmIiTxB,給缺席的人唱首歌,0,0.6,0.594,237404,-6.296,0.0331,133.987,HKG
0.815,(G)I-DLE,4uOBL4DDWWVx4RhYKlPbPC,Queencard,4,0.834,0.0327,161240,-2.828,0.0475,129.989,HKG
0.774,FIFTY FIFTY,5mg3VB3Qh7jcR5kAAC4DSV,Cupid,2,0.66,0.662,174253,-8.2,0.0328,120.023,HKG
0.624,Keung To,4umaD9GJDZMihD9mal7vd1,鏡中鏡,10,0.667,0.0399,252525,-6.938,0.111,147.037,HKG
0.483,Jay Chou,3kwqNLXvsjSrIXbVsRBj8q,七里香,0,0.576,0.382,295307,-6.911,0.028,142.132,HKG
0.736,Anson Lo 盧瀚霆,5L3pDOYct21zjioooK0IqX,同居陌生人 (ViuTV劇集: 百萬同居計劃歌曲),4,0.652,0.582,185485,-6.672,0.0528,133.936,HKG
0.703,MC 張天賦,2P5Eeh29qJrYa1T27cdL3B,反對無效,0,0.607,0.716,228819,-7.823,0.0409,118.973,HKG
0.54,WeiBird,72OVnXDzugvrCU25lMi9au,"如果可以 - 電影""月老""主題曲",3,0.54,0.241,274400,-6.368,0.029,74.969,HKG
0.543,Edan 呂爵安,47aJSdqoHoKw0XDXivA9EH,ChatMrE,2,0.846,0.0777,231840,-4.782,0.0896,154.047,HKG
0.707,Miley Cyrus,4DHcnVTT87F0zZhRPYmZ3B,Flowers,0,0.681,0.0632,200455,-4.325,0.0668,117.999,HKG
0.655,陳卓賢 Ian,2pFkBa11TZLwI4t4uzIWdi,Got U,2,0.579,0.491,172419,-7.545,0.0347,92.965,HKG
0.818,BLACKPINK,7gRFDGEzF9UkBV233yv2dc,Shut Down,0,0.69,0.00327,175889,-5.119,0.0454,110.071,HKG
0.547,Charmaine Fong,3TvkrmX72vHZ4gYeD7Qww2,It's not your fault,3,0.396,0.64,223949,-9.385,0.028,129.923,HKG
0.506,Anggi Marito,26cvTWJq2E1QqN4jyH2OTU,Tak Segampang Itu,5,0.438,0.759,231100,-7.069,0.0268,129.538,IDN
0.696,Raim Laode,2AaaE0qvFWtyT8srKNfRhH,Komang,7,0.412,0.415,222707,-8.547,0.027,133.913,IDN
0.563,Mahalini,6dXiWwFrcGieqnoLYzPNp5,Sial,2,0.431,0.89,243725,-6.784,0.039,120.014,IDN
0.783,FIFTY FIFTY,7FbrGaHYVDmfr7KoLIZnQ7,Cupid - Twin Ver.,11,0.592,0.435,174253,-8.332,0.0331,120.018,IDN
0.672,Miley Cyrus,1daDRI9ahBonbWD8YcxOIB,Angels Like You,5,0.642,0.0981,196453,-4.035,0.0313,121.981,IDN
0.633,Aziz Hedra,3e1rs346dsDDwpqTRGlRZR,Somebody's Pleasure,10,0.491,0.842,223957,-6.847,0.0336,116.974,IDN
0.319,Awdella,3i0h88q1HBtbdIg2bPxs54,Tertawan Hati,6,0.432,0.661,237864,-5.831,0.0317,128.244,IDN
0.35,raissa anggiani,7nQoDLkzCcoIpKPQt3eCdN,Kau Rumahku,1,0.323,0.873,275250,-8.982,0.0369,169.513,IDN
0.574,d4vd,78Sw5GDo6AlGwTwanjXbGh,Here With Me,4,0.469,0.534,242485,-8.209,0.0254,132.023,IDN
0.593,New West,50x1Ic8CaXkYNvjmxe3WXy,Those Eyes,4,0.352,0.695,220750,-8.296,0.0284,119.988,IDN
0.593,Feby Putri,6Hii26x3qDErVitnGW8QtO,Runtuh,3,0.287,0.876,223974,-13.164,0.0289,127.783,IDN
0.265,Aruma,3N2WeXxSjngB1DSi8vrI8C,Muak,2,0.32,0.774,264940,-10.791,0.0316,82.973,IDN
0.644,SZA,1Qrg8KqiBpW07V7PNxwwwL,Kill Bill,8,0.735,0.0521,153947,-5.747,0.0391,88.98,IDN
0.429,Coldplay,3AJwUDP919kvQ9QcozQPxg,Yellow,11,0.661,0.00239,266773,-7.227,0.0281,173.372,IDN
0.603,Daniel Caesar,2LlOeW5rVcvl3QcPNPcDus,Always,9,0.441,0.692,225313,-8.178,0.0518,136.137,IDN
0.461,Tiara Andini,3nHxZEe1dT7zs73DG6pNll,Usai,7,0.36,0.863,217200,-8.99,0.0269,109.236,IDN
0.573,Alan Walker,5BKJAuVMDyrFvUTo4dIaiK,Not You,5,0.264,0.827,153719,-8.955,0.0365,129.791,IDN
0.338,James Arthur,0otRX6Z89qKkHkQ9OqJpKt,Car's Outside,9,0.562,0.039,248373,-7.181,0.029,149.907,IDN
0.361,Virgoun,1mruWrUwAVe2XkksUQiaHK,Selamat (Selamat Tinggal),0,0.581,0.523,313671,-8.502,0.0302,79.59,IDN
0.566,Last Child,5MIpcd16T59wFeqAChSYwC,Duka,0,0.885,0.122,325147,-4.664,0.0355,135.015,IDN
0.429,For Revenge,0PtJbtW50jcvvswNPn3QGd,Serana,2,0.709,0.0264,251077,-5.54,0.0297,130.046,IDN
0.355,Various Artists,29lBFGkfr7EoJlb3lxi9Ij,Menyesal,3,0.222,0.92,203455,-11.572,0.0335,106.019,IDN
0.645,One Direction,1dQQ2QlnvXUehsRUrukKmf,Right Now,8,0.78,0.218,200400,-5.165,0.0319,120.008,IDN
0.841,JISOO,69CrOS7vEHIrhC2ILyEi0s,FLOWER,9,0.384,0.0236,173134,-7.684,0.0351,123.961,IDN
0.577,keshi,2bdVgAQgosGUJoViVDNeOV,LIMBO,8,0.366,0.879,212785,-11.792,0.0368,129.923,IDN
0.721,Soegi Bornean,3TFdXrYIubXABQh0CxIiSs,Asmalibrasi,4,0.565,0.855,254862,-6.208,0.0292,139.941,IDN
0.527,Budi Doremi,1USA6DXJ1qsucoKnDu4vnu,Tak Kan Hilang,4,0.258,0.821,241714,-9.499,0.0319,139.928,IDN
0.488,Mahalini,6Iq3sgLVrqqZfRitLaeHkn,Sisa Rasa,8,0.405,0.503,254863,-6.324,0.0302,122.049,IDN
