source,target
Eslabon Armado,CHI
Grupo Frontera,CHI
Feid,CHI
Nickoog Clk,CHI
Yng Lvcas,CHI
KAROL G,CHI
Pailita,CHI
El Jordan 23,CHI
Jairo Vera,CHI
Big One,CHI
Yandel,CHI
Jere Klein,CHI
King Savagge,CHI
Lucky Brown,CHI
Jere Klein,CHI
Feid,CHI
KAROL G,CHI
Ozuna,CHI
Jere Klein,CHI
ROSALÍA,CHI
FloyyMenor,CHI
El Jordan 23,CHI
ITHAN NY,CHI
Nickoog Clk,CHI
Anuel AA,CHI
Jere Klein,CHI
Chencho Corleone,CHI
Jairo Vera,CHI
Gino Mella,CHI
KAROL G,CHI
Shakira,CHI
Feid,CHI
Jairo Vera,CHI
Manuel Turizo,CHI
Marcianeke,CHI
Jimin,CHI
TINI,CHI
Feid,CHI
Anuel AA,CHI
Taiu,CHI
Feid,CHI
Eladio Carrion,CHI
Ke Personajes,CHI
Gabo El Chamaquito,CHI
Cris Mj,CHI
Gino Mella,CHI
LiL CaKe,CHI
Kidd Voodoo,CHI
Jere Klein,CHI
Peso Pluma,CHI
Eslabon Armado,COL
Feid,COL
Grupo Frontera,COL
Yandel,COL
Yng Lvcas,COL
Feid,COL
Feid,COL
Ozuna,COL
KAROL G,COL
Shakira,COL
Feid,COL
KAROL G,COL
Feid,COL
Anuel AA,COL
KAROL G,COL
Manuel Turizo,COL
Mora,COL
Arcángel,COL
Eladio Carrion,COL
Feid,COL
KAROL G,COL
Peso Pluma,COL
Feid,COL
ROSALÍA,COL
KAROL G,COL
Bad Bunny,COL
Bad Bunny,COL
Natanael Cano,COL
Plan B,COL
Bizarrap,COL
Wolfine,COL
Taiu,COL
Bad Bunny,COL
Feid,COL
Bizarrap,COL
Peso Pluma,COL
KAROL G,COL
Ryan Castro,COL
Chencho Corleone,COL
Fresto Music,COL
Feid,COL
Ñengo Flow,COL
Peso Pluma,COL
Tego Calderón,COL
Eladio Carrion,COL
J Balvin,COL
Don Omar,COL
Miley Cyrus,COL
Yng Lvcas,COL
Grupo Niche,COL
Grupo Frontera,DOM
Eslabon Armado,DOM
Eladio Carrion,DOM
Feid,DOM
Yandel,DOM
Arcángel,DOM
KAROL G,DOM
Bad Bunny,DOM
Ozuna,DOM
ROSALÍA,DOM
Donaty,DOM
Anuel AA,DOM
Feid,DOM
Feid,DOM
Bad Bunny,DOM
KAROL G,DOM
Anuel AA,DOM
Jezzy,DOM
Yng Lvcas,DOM
KAROL G,DOM
Bizarrap,DOM
Manuel Turizo,DOM
Feid,DOM
Eladio Carrion,DOM
Eladio Carrion,DOM
Shakira,DOM
Bad Bunny,DOM
Feid,DOM
AC music Promotions,DOM
Eladio Carrion,DOM
Jey One,DOM
Ñengo Flow,DOM
Taiu,DOM
Yailin la Mas Viral,DOM
Ceky Viciny,DOM
El Alfa,DOM
KAROL G,DOM
Jey One,DOM
Rauw Alejandro,DOM
Dilon Baby,DOM
Rauw Alejandro,DOM
Crisaint,DOM
J Balvin,DOM
Bad Bunny,DOM
Bizarrap,DOM
Jhayco,DOM
Bad Bunny,DOM
Bulin 47,DOM
Eladio Carrion,DOM
Flow 28,DOM
JIN,EAU
FIFTY FIFTY,EAU
SZA,EAU
Rema,EAU
Miley Cyrus,EAU
Metro Boomin,EAU
PinkPantheress,EAU
Libianca,EAU
Harry Styles,EAU
The Weeknd,EAU
Charlie Puth,EAU
Metro Boomin,EAU
Metro Boomin,EAU
The Weeknd,EAU
The Weeknd,EAU
Stephen Sanchez,EAU
David Kushner,EAU
Taylor Swift,EAU
Chris Brown,EAU
JVKE,EAU
sped up 8282,EAU
Lil Mabu,EAU
d4vd,EAU
RAYE,EAU
David Guetta,EAU
Tory Lanez,EAU
OneRepublic,EAU
Kali Uchis,EAU
Sam Smith,EAU
SZA,EAU
Arctic Monkeys,EAU
The Weeknd,EAU
Ayra Starr,EAU
JISOO,EAU
Tom Odell,EAU
Justin Bieber,EAU
Jimin,EAU
Eminem,EAU
Ruth B.,EAU
The Weeknd,EAU
The Kid LAROI,EAU
Miguel,EAU
Dilaw,EAU
Adele,EAU
Pritam,EAU
Coi Leray,EAU
Drake,EAU
Kendrick Lamar,EAU
Taylor Swift,EAU
One Direction,EAU
Grupo Frontera,ECU
Eslabon Armado,ECU
Feid,ECU
Yng Lvcas,ECU
Yandel,ECU
KAROL G,ECU
Ozuna,ECU
Feid,ECU
Feid,ECU
Feid,ECU
Feid,ECU
Mora,ECU
Eladio Carrion,ECU
Manuel Turizo,ECU
Shakira,ECU
Arcángel,ECU
Taiu,ECU
Bad Bunny,ECU
Peso Pluma,ECU
ROSALÍA,ECU
Bad Bunny,ECU
Bad Bunny,ECU
Marshmello,ECU
Natanael Cano,ECU
KAROL G,ECU
Bizarrap,ECU
KAROL G,ECU
Bizarrap,ECU
Feid,ECU
Yahritza Y Su Esencia,ECU
Ñengo Flow,ECU
LiL CaKe,ECU
Rauw Alejandro,ECU
J Balvin,ECU
KAROL G,ECU
Peso Pluma,ECU
KAROL G,ECU
Anuel AA,ECU
Plan B,ECU
Quevedo,ECU
Feid,ECU
Bad Bunny,ECU
Jimin,ECU
Chencho Corleone,ECU
Cris Mj,ECU
TINI,ECU
Bad Bunny,ECU
Morat,ECU
Feid,ECU
Alex Ponce,ECU
Mohammed Saeed,EGY
Ramy Sabry,EGY
Wegz,EGY
Essam Sasa,EGY
Muslim,EGY
Double Zuksh,EGY
Samar Tarik,EGY
Marwan Pablo,EGY
Mohamed Ramadan,EGY
Karim Osama,EGY
Muslim - مُسلِم,EGY
Various Artists,EGY
Bahaa Sultan,EGY
Muhab,EGY
Abo El Anwar,EGY
Cairokee,EGY
Afroto,EGY
Farid,EGY
Wegz,EGY
Ahmed Saad,EGY
Cairokee,EGY
Muhab,EGY
FL EX,EGY
Ahmed Saad,EGY
Muslim - مُسلِم,EGY
Maha Ftouni,EGY
Wael Jassar,EGY
Essam Sasa,EGY
3enba,EGY
Muslim - مُسلِم,EGY
Ahmed Kamel,EGY
Essam Sasa,EGY
Essam Sasa,EGY
Muslim - مُسلِم,EGY
Essam Sasa,EGY
Mohamed Mounir,EGY
Hamo ElTikha,EGY
Afroto,EGY
Ahmed Saad,EGY
Mohammed Saeed,EGY
Ahmed Saad,EGY
Zap Tharwat,EGY
Wegz,EGY
Bahaa Sultan,EGY
Mohammed Saeed,EGY
Afroto,EGY
Marwan Moussa,EGY
Ahmed Saad,EGY
Marwan Pablo,EGY
Wegz,EGY
Eslabon Armado,GUA
Grupo Frontera,GUA
Yng Lvcas,GUA
Peso Pluma,GUA
Junior H,GUA
Natanael Cano,GUA
Yahritza Y Su Esencia,GUA
Peso Pluma,GUA
Carin Leon,GUA
Feid,GUA
Chino Pacas,GUA
Fuerza Regida,GUA
Yandel,GUA
KAROL G,GUA
Oscar Maydon,GUA
Becky G,GUA
Ozuna,GUA
Fuerza Regida,GUA
Feid,GUA
Manuel Turizo,GUA
Shakira,GUA
Bad Bunny,GUA
Peso Pluma,GUA
Grupo Frontera,GUA
Bad Bunny,GUA
Arcángel,GUA
Grupo Firme,GUA
Bad Bunny,GUA
Eden Muñoz,GUA
Feid,GUA
Eladio Carrion,GUA
Peso Pluma,GUA
Feid,GUA
Feid,GUA
Cartel De Santa,GUA
KAROL G,GUA
ROSALÍA,GUA
Bizarrap,GUA
Ovy On The Drums,GUA
J Balvin,GUA
Fuerza Regida,GUA
Grupo Marca Registrada,GUA
Bizarrap,GUA
El Chachito,GUA
Ñengo Flow,GUA
Bad Bunny,GUA
Chino Pacas,GUA
Yuridia,GUA
Natanael Cano,GUA
Luis R Conriquez,GUA
Keung To,HKG
Keung To,HKG
Keung To,HKG
Anson Lo 盧瀚霆,HKG
Keung To,HKG
Anson Lo 盧瀚霆,HKG
Keung To,HKG
Anson Lo 盧瀚霆,HKG
陳卓賢 Ian,HKG
JISOO,HKG
陳卓賢 Ian,HKG
陳卓賢 Ian,HKG
FIFTY FIFTY,HKG
Coca-Cola Hong Kong,HKG
Dear Jane,HKG
Anson Lo 盧瀚霆,HKG
陳卓賢 Ian,HKG
IVE,HKG
MC 張天賦,HKG
Terence Lam,HKG
YOASOBI,HKG
MC 張天賦,HKG
LE SSERAFIM,HKG
Hins Cheung,HKG
MC 張天賦,HKG
Gareth.T,HKG
NewJeans,HKG
Jay Chou,HKG
MC 張天賦,HKG
aespa,HKG
陳卓賢 Ian,HKG
NewJeans,HKG
MC 張天賦,HKG
IVE,HKG
MC 張天賦,HKG
SEVENTEEN,HKG
Jay Chou,HKG
Jay Fung,HKG
(G)I-DLE,HKG
FIFTY FIFTY,HKG
Keung To,HKG
Jay Chou,HKG
Anson Lo 盧瀚霆,HKG
MC 張天賦,HKG
WeiBird,HKG
Edan 呂爵安,HKG
Miley Cyrus,HKG
陳卓賢 Ian,HKG
BLACKPINK,HKG
Charmaine Fong,HKG
Anggi Marito,IDN
Raim Laode,IDN
Mahalini,IDN
FIFTY FIFTY,IDN
Miley Cyrus,IDN
Aziz Hedra,IDN
Awdella,IDN
raissa anggiani,IDN
d4vd,IDN
New West,IDN
Feby Putri,IDN
Aruma,IDN
SZA,IDN
Coldplay,IDN
Daniel Caesar,IDN
Tiara Andini,IDN
Alan Walker,IDN
James Arthur,IDN
Virgoun,IDN
Last Child,IDN
For Revenge,IDN
Various Artists,IDN
One Direction,IDN
JISOO,IDN
keshi,IDN
Soegi Bornean,IDN
Budi Doremi,IDN
Mahalini,IDN
Virgoun,IDN
Tulus,IDN
Fabio Asher,IDN
Arctic Monkeys,IDN
Keisya Levronka,IDN
Coldplay,IDN
Jogja Hip Hop Foundation,IDN
The Weeknd,IDN
Tulus,IDN
Juicy Luicy,IDN
Andra & The Backbone,IDN
Hindia,IDN
One Direction,IDN
Nadin Amizah,IDN
Hal,IDN
BLACKPINK,IDN
Vierra,IDN
NewJeans,IDN
yuji,IDN
Mahalini,IDN
My Chemical Romance,IDN
One Direction,IDN
Pritam,IND
King,IND
Kaifi Khalil,IND
Pritam,IND
Sachet Tandon,IND
Pritam,IND
Arijit Singh,IND
King,IND
Vishal-Shekhar,IND
Chani Nattan,IND
Shubh,IND
Pritam,IND
Ikky,IND
Laddi Chahal,IND
Pritam,IND
Aditya A,IND
Sharn,IND
Tanishk Bagchi,IND
Arijit Singh,IND
Varinder Brar,IND
MC STAN,IND
FIFTY FIFTY,IND
Jassa Dhillon,IND
Various Artists,IND
Pritam,IND
Vishal-Shekhar,IND
Yohani,IND
The Weeknd,IND
Vishal Mishra,IND
Pritam,IND
Vishal Mishra,IND
Arijit Singh,IND
Pritam,IND
KK,IND
Rema,IND
AP Dhillon,IND
Sidhu Moose Wala,IND
Gajendra Verma,IND
Badshah,IND
Mohit Chauhan,IND
Pritam,IND
Diljit Dosanjh,IND
Sachin-Jigar,IND
Karan Aujla,IND
Imagine Dragons,IND
Pritam,IND
Arijit Singh,IND
Stephen Sanchez,IND
Various Artists,IND
Shubh,IND
Noa Kirel,ISR
Loreen,ISR
Käärijä,ISR
Ness,ISR
Alessandra,ISR
Peer Tasi,ISR
Osher Cohen,ISR
Eden Hason,ISR
Miley Cyrus,ISR
Avi Aburomi,ISR
Tuna,ISR
Tuna,ISR
Benaia Barabi,ISR
Eden Hason,ISR
Hanan Ben Ari,ISR
ליעד מאיר,ISR
Gal Adam,ISR
Noa Kirel,ISR
Yonatan Kalimi,ISR
E-Z,ISR
Peer Tasi,ISR
Static,ISR
Eden Hason,ISR
Noam Bettan,ISR
Eyal Golan,ISR
David Guetta,ISR
Osher Cohen,ISR
David Kushner,ISR
Tuna,ISR
Osher Cohen,ISR
Full Trunk,ISR
Avraham Tal,ISR
SZA,ISR
Omer Adam,ISR
Static,ISR
Static,ISR
Harry Styles,ISR
Odeya,ISR
Eden Hason,ISR
Eyal Golan,ISR
Omer Adam,ISR
Ravid Plotnik,ISR
Agam Buhbut,ISR
Metro Boomin,ISR
Ravid Plotnik,ISR
Tuna,ISR
Sam Smith,ISR
Eden Hason,ISR
OneRepublic,ISR
Rema,ISR
YOASOBI,JAP
SPITZ,JAP
Vaundy,JAP
OFFICIAL HIGE DANDISM,JAP
Mrs. GREEN APPLE,JAP
OFFICIAL HIGE DANDISM,JAP
Mrs. GREEN APPLE,JAP
MAN WITH A MISSION,JAP
百足,JAP
Tani Yuuki,JAP
Vaundy,JAP
Yuuri,JAP
Yuuri,JAP
LE SSERAFIM,JAP
Kenshi Yonezu,JAP
natori,JAP
Kenshi Yonezu,JAP
Saucy Dog,JAP
natori,JAP
YOASOBI,JAP
NewJeans,JAP
Macaroni Empitsu,JAP
10-FEET,JAP
Mrs. GREEN APPLE,JAP
back number,JAP
IVE,JAP
Mrs. GREEN APPLE,JAP
NewJeans,JAP
Yuuri,JAP
YOASOBI,JAP
back number,JAP
Ado,JAP
Macaroni Empitsu,JAP
indigo la End,JAP
millennium parade,JAP
Aimyon,JAP
Novelbright,JAP
SEVENTEEN,JAP
OFFICIAL HIGE DANDISM,JAP
OFFICIAL HIGE DANDISM,JAP
Aimer,JAP
MAISONdes,JAP
Fujii Kaze,JAP
LE SSERAFIM,JAP
BE:FIRST,JAP
OFFICIAL HIGE DANDISM,JAP
Ado,JAP
IVE,JAP
SEKAI NO OWARI,JAP
Mrs. GREEN APPLE,JAP
Ulukmanapo,KAZ
Bakr,KAZ
xxxmanera,KAZ
kizaru,KAZ
Bakr,KAZ
INSTASAMKA,KAZ
V $ X V PRiNCE,KAZ
Bonapart,KAZ
INTERWORLD,KAZ
Bakr,KAZ
Bakr,KAZ
INTERWORLD,KAZ
Hiro,KAZ
Irina Kairatovna,KAZ
FIFTY FIFTY,KAZ
Darkhan Juzz,KAZ
Jah Khalib,KAZ
INSTASAMKA,KAZ
Xcho,KAZ
LOVV66,KAZ
Xcho,KAZ
Al Fakher,KAZ
V $ X V PRiNCE,KAZ
Ulukmanapo,KAZ
Skryptonite,KAZ
V $ X V PRiNCE,KAZ
Arctic Monkeys,KAZ
"Tyler, The Creator",KAZ
V $ X V PRiNCE,KAZ
Monetochka,KAZ
MiyaGi & Endspiel,KAZ
Kordhell,KAZ
Dosekesh,KAZ
V $ X V PRiNCE,KAZ
The Weeknd,KAZ
ELMAN,KAZ
The Neighbourhood,KAZ
Bakr,KAZ
Xcho,KAZ
Bakr,KAZ
Bakr,KAZ
Darkhan Juzz,KAZ
David Kushner,KAZ
Жугунусов Мирас,KAZ
The Weeknd,KAZ
Pepel Nahudi,KAZ
Asik,KAZ
xxxmanera,KAZ
Ayau,KAZ
MiyaGi & Endspiel,KAZ
Jimin,KOR
LE SSERAFIM,KOR
IVE,KOR
aespa,KOR
Jimin,KOR
Jimin,KOR
YOASOBI,KOR
IVE,KOR
FIFTY FIFTY,KOR
NewJeans,KOR
Fast & Furious: The Fast Saga,KOR
NewJeans,KOR
SEVENTEEN,KOR
FIFTY FIFTY,KOR
BTS,KOR
NewJeans,KOR
(G)I-DLE,KOR
JISOO,KOR
Lim Young Woong,KOR
Charlie Puth,KOR
Lim Young Woong,KOR
Agust D,KOR
imase,KOR
aespa,KOR
Jimin,KOR
Lim Young Woong,KOR
Jimin,KOR
LE SSERAFIM,KOR
NewJeans,KOR
Jung Kook,KOR
Lim Young Woong,KOR
Agust D,KOR
TAEYANG,KOR
Aimyon,KOR
aespa,KOR
IVE,KOR
Lim Young Woong,KOR
NMIXX,KOR
Jimin,KOR
TAEYANG,KOR
Lim Young Woong,KOR
Charlie Puth,KOR
BSS,KOR
Jimin,KOR
Jimin,KOR
STAYC,KOR
SZA,KOR
Jimin,KOR
Lim Young Woong,KOR
Lim Young Woong,KOR
FIFTY FIFTY,MAL
Mahalini,MAL
Anggi Marito,MAL
Miley Cyrus,MAL
JISOO,MAL
SZA,MAL
NewJeans,MAL
The Weeknd,MAL
James Arthur,MAL
Awdella,MAL
d4vd,MAL
IVE,MAL
Coldplay,MAL
JVKE,MAL
LE SSERAFIM,MAL
Fabio Asher,MAL
Raim Laode,MAL
SEVENTEEN,MAL
keshi,MAL
Dalia Farhana,MAL
SZA,MAL
NewJeans,MAL
The Weeknd,MAL
Coldplay,MAL
Sabrina Carpenter,MAL
Aziz Hedra,MAL
Mahalini,MAL
New West,MAL
TAEYANG,MAL
Metro Boomin,MAL
Luqman Podolski,MAL
FIFTY FIFTY,MAL
Amir Jahari,MAL
Coldplay,MAL
Miley Cyrus,MAL
Arctic Monkeys,MAL
Sufian Suhaimi,MAL
Keisya Levronka,MAL
Stephen Sanchez,MAL
dhruv,MAL
Harry Styles,MAL
Libianca,MAL
SZA,MAL
BLACKPINK,MAL
IVE,MAL
Coldplay,MAL
PinkPantheress,MAL
Ruth B.,MAL
Coldplay,MAL
Justin Bieber,MAL
Morad,MAR
Niro,MAR
Moha K,MAR
DYSTINCT,MAR
Draganov,MAR
kouz1,MAR
Mocci,MAR
Dizzy DROS,MAR
Snor,MAR
TIF,MAR
TIF,MAR
Mons,MAR
DYSTINCT,MAR
Cheba Warda,MAR
ElGrandeToto,MAR
ElGrandeToto,MAR
Oualid,MAR
Duke,MAR
Don Bigg,MAR
kouz1,MAR
Mounim Slimani,MAR
Libianca,MAR
Ayoub Anbaoui,MAR
ElGrandeToto,MAR
Inkonnu,MAR
Saad Lamjarred,MAR
Morad,MAR
Don Bigg,MAR
Draganov,MAR
BTS,MAR
Victony,MAR
Lartiste,MAR
Ayra Starr,MAR
OUENZA,MAR
CKay,MAR
Draganov,MAR
Jul,MAR
ElGrandeToto,MAR
7ari,MAR
Ta Ha,MAR
Liamsi,MAR
Mons,MAR
Oualid,MAR
MA3IZ,MAR
BTS,MAR
Anys,MAR
Morad,MAR
Lbenj,MAR
ElGrandeToto,MAR
Yvzid,MAR
Eslabon Armado,MEX
Grupo Frontera,MEX
Junior H,MEX
Yng Lvcas,MEX
Peso Pluma,MEX
Natanael Cano,MEX
Peso Pluma,MEX
Oscar Maydon,MEX
Chino Pacas,MEX
Becky G,MEX
Fuerza Regida,MEX
Yahritza Y Su Esencia,MEX
Carin Leon,MEX
KAROL G,MEX
Cartel De Santa,MEX
Peso Pluma,MEX
Eden Muñoz,MEX
Natanael Cano,MEX
Fuerza Regida,MEX
Peso Pluma,MEX
Junior H,MEX
Feid,MEX
El Chachito,MEX
Shakira,MEX
Fuerza Regida,MEX
Eslabon Armado,MEX
Ovy On The Drums,MEX
Yandel,MEX
Junior H,MEX
ROSALÍA,MEX
Oscar Maydon,MEX
Bizarrap,MEX
Kenia OS,MEX
Luis R Conriquez,MEX
Chino Pacas,MEX
Grupo Marca Registrada,MEX
Peso Pluma,MEX
Junior H,MEX
Manuel Turizo,MEX
Bad Bunny,MEX
Eladio Carrion,MEX
Yuridia,MEX
Grupo Frontera,MEX
Peso Pluma,MEX
KAROL G,MEX
Ozuna,MEX
Bad Bunny,MEX
Grupo Firme,MEX
Marshmello,MEX
Arcángel,MEX
Lil Durk,NIG
Rema,NIG
BNXN fka Buju,NIG
Davido,NIG
Young Jonn,NIG
Adekunle Gold,NIG
Davido,NIG
Zinoleesky,NIG
Davido,NIG
Asake,NIG
BNXN fka Buju,NIG
Smada,NIG
Kizz Daniel,NIG
ODUMODUBLVCK,NIG
CKay,NIG
Davido,NIG
Victony,NIG
Rema,NIG
Ruger,NIG
Omah Lay,NIG
Davido,NIG
Ruger,NIG
Tiwa Savage,NIG
Joeboy,NIG
Zlatan,NIG
Davido,NIG
Davido,NIG
Victony,NIG
Young Jonn,NIG
Joeboy,NIG
Teni,NIG
Rema,NIG
Bella Shmurda,NIG
Johnny Drille,NIG
Wande Coal,NIG
Mohbad,NIG
Young Jonn,NIG
Asake,NIG
DJ Tunez,NIG
Shallipopi,NIG
Davido,NIG
ODUMODUBLVCK,NIG
ODUMODUBLVCK,NIG
Asake,NIG
Mayorkun,NIG
Olamide,NIG
Ayra Starr,NIG
Davido,NIG
Zinoleesky,NIG
Khaid,NIG
FIFTY FIFTY,NZE
David Kushner,NZE
Morgan Wallen,NZE
Miley Cyrus,NZE
PinkPantheress,NZE
SZA,NZE
Libianca,NZE
Miguel,NZE
"Tyler, The Creator",NZE
Rema,NZE
Zach Bryan,NZE
Harry Styles,NZE
SZA,NZE
J. Cole,NZE
Lil Durk,NZE
Fleetwood Mac,NZE
OneRepublic,NZE
Lil Mabu,NZE
Ed Sheeran,NZE
L.A.B.,NZE
Kendrick Lamar,NZE
L.A.B.,NZE
Coi Leray,NZE
The Weeknd,NZE
Bakar,NZE
Taylor Swift,NZE
Metro Boomin,NZE
RAYE,NZE
Labrinth,NZE
Kali Uchis,NZE
Kali,NZE
Lizzy McAlpine,NZE
Vance Joy,NZE
The Weeknd,NZE
Ed Sheeran,NZE
JVKE,NZE
Elton John,NZE
Luke Combs,NZE
Frank Ocean,NZE
Chris Brown,NZE
Sam Smith,NZE
Frank Ocean,NZE
Lewis Capaldi,NZE
J. Cole,NZE
Creedence Clearwater Revival,NZE
Stephen Sanchez,NZE
David Guetta,NZE
sped up 8282,NZE
Metro Boomin,NZE
Post Malone,NZE
Sharn,PAK
Kaifi Khalil,PAK
Shubh,PAK
Pritam,PAK
Abdul Hannan,PAK
Ali Sethi,PAK
Rovalio,PAK
Ikky,PAK
AP Dhillon,PAK
Tarna,PAK
BTS,PAK
Guru Randhawa,PAK
Pritam,PAK
Chani Nattan,PAK
Aditya Rikhari,PAK
Pritam,PAK
Various Artists,PAK
King,PAK
King,PAK
FIFTY FIFTY,PAK
AP Dhillon,PAK
Shubh,PAK
Rema,PAK
Sidhu Moose Wala,PAK
AP Dhillon,PAK
Sachet Tandon,PAK
Abdul Hannan,PAK
Shae Gill,PAK
Shubh,PAK
Jimin,PAK
Bir,PAK
Arijit Singh,PAK
Shubh,PAK
Nehaal Naseem,PAK
Jassa Dhillon,PAK
Aditya Rikhari,PAK
Libianca,PAK
Azaan Sami Khan,PAK
Diljit Dosanjh,PAK
Mitraz,PAK
Various Artists,PAK
Asim Azhar,PAK
Atif Aslam,PAK
Anuv Jain,PAK
Agust D,PAK
Riar Saab,PAK
Vishal-Shekhar,PAK
Hassan & Roshaan,PAK
The Weeknd,PAK
Rap Demon,PAK
Eslabon Armado,PAN
Grupo Frontera,PAN
Feid,PAN
Yandel,PAN
KAROL G,PAN
Yng Lvcas,PAN
Ozuna,PAN
Shakira,PAN
Feid,PAN
Feid,PAN
Eladio Carrion,PAN
BARBEL,PAN
ROSALÍA,PAN
Feid,PAN
Robi Guid,PAN
Manuel Turizo,PAN
BARBEL,PAN
Feid,PAN
LH,PAN
KAROL G,PAN
Nerry Money,PAN
Bad Bunny,PAN
Taiu,PAN
Arcángel,PAN
Bad Bunny,PAN
Mora,PAN
Bizarrap,PAN
KAROL G,PAN
Peso Pluma,PAN
Yemil,PAN
LH,PAN
Bizarrap,PAN
Bad Bunny,PAN
Anuel AA,PAN
Eladio Carrion,PAN
BTS,PAN
KAROL G,PAN
Natanael Cano,PAN
Jimmix,PAN
Bring55,PAN
Anuel AA,PAN
SMILE BEATS,PAN
Feid,PAN
J Balvin,PAN
KAROL G,PAN
Bad Bunny,PAN
Miley Cyrus,PAN
Quevedo,PAN
Rauw Alejandro,PAN
Mole,PAN
Grupo Frontera,PER
Feid,PER
Yng Lvcas,PER
Yandel,PER
Eslabon Armado,PER
KAROL G,PER
Ozuna,PER
Feid,PER
Feid,PER
Taiu,PER
Manuel Turizo,PER
Feid,PER
Feid,PER
Jimin,PER
LiL CaKe,PER
Bizarrap,PER
TINI,PER
Arcángel,PER
ROSALÍA,PER
Bad Bunny,PER
Mora,PER
Eladio Carrion,PER
Shakira,PER
Cris Mj,PER
Bizarrap,PER
Yahritza Y Su Esencia,PER
Bad Bunny,PER
KAROL G,PER
KAROL G,PER
Bad Bunny,PER
Anuel AA,PER
J Balvin,PER
Rauw Alejandro,PER
Danny Ocean,PER
KAROL G,PER
Plan B,PER
Ñengo Flow,PER
Marshmello,PER
Quevedo,PER
KAROL G,PER
Rels B,PER
FIFTY FIFTY,PER
Jimin,PER
Morat,PER
Feid,PER
Big One,PER
Harry Styles,PER
Bad Bunny,PER
Rauw Alejandro,PER
Bad Bunny,PER
Dilaw,PHI
FIFTY FIFTY,PHI
Miley Cyrus,PHI
SunKissed Lola,PHI
Adie,PHI
SZA,PHI
SZA,PHI
The Weeknd,PHI
Calein,PHI
Jeff Grecia,PHI
Taylor Swift,PHI
d4vd,PHI
Taylor Swift,PHI
Sabrina Carpenter,PHI
BLACKPINK,PHI
NOBITA,PHI
Lola Amour,PHI
Taylor Swift,PHI
Taylor Swift,PHI
NewJeans,PHI
The Weeknd,PHI
Kenaniah,PHI
New West,PHI
JISOO,PHI
Kali Uchis,PHI
Taylor Swift,PHI
Arthur Nery,PHI
Dilaw,PHI
keshi,PHI
Adie,PHI
Taylor Swift,PHI
Dionela,PHI
iluna,PHI
The Weeknd,PHI
Stacey Ryan,PHI
Miley Cyrus,PHI
Adie,PHI
Taylor Swift,PHI
Because,PHI
Harry Styles,PHI
Zack Tabudlo,PHI
Daniel Caesar,PHI
Stephen Sanchez,PHI
Up Dharma Down,PHI
yuji,PHI
PinkPantheress,PHI
Rex Orange County,PHI
The Weeknd,PHI
dhruv,PHI
Flow G,PHI
Tyler ICU,SAF
Lil Durk,SAF
Various Artists,SAF
Inkabi Zezwe,SAF
2Point1,SAF
Uncle Waffles,SAF
Soa mattrix,SAF
Rema,SAF
Libianca,SAF
Shaunmusiq,SAF
Tyler ICU,SAF
Ayra Starr,SAF
Aymos,SAF
Sam Deep,SAF
Inkabi Zezwe,SAF
Loatinover Pounds,SAF
Mellow & Sleazy,SAF
Mas Musiq,SAF
Pcee,SAF
Kelvin Momo,SAF
Miguel,SAF
Murumba Pitch,SAF
Lwah Ndlunkulu,SAF
uLazi,SAF
Kali,SAF
SZA,SAF
AKA,SAF
David Kushner,SAF
Drake,SAF
Spirit Of Praise,SAF
DJ Maphorisa,SAF
Miley Cyrus,SAF
Myztro,SAF
Metro Boomin,SAF
Burna Boy,SAF
SZA,SAF
Inkabi Zezwe,SAF
Mas Musiq,SAF
Chris Brown,SAF
Future,SAF
Pcee,SAF
Lil Yachty,SAF
MÖRDA,SAF
PinkPantheress,SAF
Fantasia,SAF
AKA,SAF
J. Cole,SAF
Lwah Ndlunkulu,SAF
Murumba Pitch,SAF
K.O,SAF
FIFTY FIFTY,SAU
Adele,SAU
INTERWORLD,SAU
Jimin,SAU
SZA,SAU
PinkPantheress,SAU
Tom Odell,SAU
Mohammed Saeed,SAU
Arctic Monkeys,SAU
The Weeknd,SAU
sped up 8282,SAU
Lana Del Rey,SAU
JIN,SAU
Cigarettes After Sex,SAU
Metro Boomin,SAU
Maha Ftouni,SAU
Eminem,SAU
Øneheart,SAU
Harry Styles,SAU
JISOO,SAU
The Weeknd,SAU
Abdul Majeed Abdullah,SAU
Cigarettes After Sex,SAU
David Kushner,SAU
d4vd,SAU
RAYE,SAU
The Weeknd,SAU
Miley Cyrus,SAU
d4vd,SAU
Rema,SAU
Jimin,SAU
Metro Boomin,SAU
Samar Tarik,SAU
Kordhell,SAU
The Neighbourhood,SAU
Metro Boomin,SAU
Adele,SAU
Libianca,SAU
BTS,SAU
Lana Del Rey,SAU
Tory Lanez,SAU
Keane,SAU
Taylor Swift,SAU
Aiman Qusailah,SAU
LE SSERAFIM,SAU
FIFTY FIFTY,SAU
Stephen Sanchez,SAU
Jimin,SAU
Oumaima Taleb,SAU
Majid Almohandis,SAU
FIFTY FIFTY,SGP
JISOO,SGP
NewJeans,SGP
LE SSERAFIM,SGP
IVE,SGP
BLACKPINK,SGP
BLACKPINK,SGP
BLACKPINK,SGP
SEVENTEEN,SGP
SZA,SGP
FIFTY FIFTY,SGP
NewJeans,SGP
JVKE,SGP
The Weeknd,SGP
BLACKPINK,SGP
Miley Cyrus,SGP
d4vd,SGP
